row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country_region,city,state_province,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_year,order_month,order_quarter,weekday,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
654,US-2022-138317,2022-06-21,2022-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,206.99100000000004,3,0.7,-172.4925,2022,6,2,Tuesday,4,Medium,-83.33333333333331,379.48350000000005,High,1
655,US-2022-141796,2022-06-21,2022-06-21,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0.0,352.30649999999997,2022,6,2,Tuesday,0,Fast,28.999999999999996,862.5435,No Discount,0
656,US-2022-117135,2022-06-21,2022-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0.0,74.0532,2022,6,2,Tuesday,2,Fast,26.0,210.7668,No Discount,0
657,US-2022-130624,2022-06-21,2022-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,617.97,3,0.0,160.6722,2022,6,2,Tuesday,3,Medium,26.0,457.29780000000005,No Discount,0
658,US-2022-128146,2022-06-21,2022-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,08701,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,2022,6,2,Tuesday,4,Medium,27.0,965.7389000000001,No Discount,0
659,US-2022-154963,2022-06-22,2022-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.9299999999998,5,0.3,0.0,2022,6,2,Wednesday,5,Medium,0.0,853.9299999999998,Medium,0
660,US-2022-154963,2022-06-22,2022-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,0.3,-4.858799999999988,2022,6,2,Wednesday,5,Medium,-2.85714285714285,174.91679999999997,Medium,1
661,US-2022-133389,2022-06-22,2022-06-22,Same Day,TB-21280,Toby Braunhardt,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.032399999999999,2022,6,2,Wednesday,0,Fast,-73.33333333333331,14.2584,High,1
662,US-2022-124646,2022-06-22,2022-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81000000000006,3,0.0,0.0,2022,6,2,Wednesday,2,Fast,0.0,501.81000000000006,No Discount,0
663,US-2022-124646,2022-06-22,2022-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.716399999999991,2022,6,2,Wednesday,2,Fast,5.999999999999995,152.2236,No Discount,0
664,US-2022-142048,2022-06-22,2022-06-25,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,0.2,56.56620000000001,2022,6,2,Wednesday,3,Medium,28.750000000000004,140.1858,Low,0
665,US-2022-154963,2022-06-22,2022-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.78200000000001,3,0.4,-15.176700000000004,2022,6,2,Wednesday,5,Medium,-18.333333333333336,97.95870000000002,Medium,1
666,US-2022-130358,2022-06-23,2022-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,20.016,9,0.2,1.7514000000000003,2022,6,2,Thursday,3,Medium,8.750000000000002,18.264599999999998,Low,0
667,US-2022-130358,2022-06-23,2022-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027,South,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104,1,0.2,0.3491999999999995,2022,6,2,Thursday,3,Medium,11.249999999999984,2.7548000000000004,Low,0
668,US-2022-126032,2022-06-23,2022-06-28,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3,0.2,1.079699999999999,2022,6,2,Thursday,5,Medium,1.2499999999999987,85.2963,Low,0
669,US-2022-159814,2022-06-24,2022-06-28,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4.272,2,0.2,0.9611999999999998,2022,6,2,Friday,4,Medium,22.499999999999996,3.3108000000000004,Low,0
670,US-2022-159338,2022-06-25,2022-06-28,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.19599999999997,2022,6,2,Saturday,3,Medium,2.4999999999999933,436.644,Low,0
671,US-2022-164469,2022-06-25,2022-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.2,0.8162000000000007,2022,6,2,Saturday,2,Fast,8.750000000000007,8.5118,Low,0
672,US-2022-164469,2022-06-25,2022-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908,2022,6,2,Saturday,2,Fast,25.0,53.724000000000004,Low,0
673,US-2022-164469,2022-06-25,2022-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301,West,TEC-PH-10002115,Technology,Phones,Plantronics 81402,263.96000000000004,5,0.2,19.796999999999997,2022,6,2,Saturday,2,Fast,7.499999999999998,244.16300000000004,Low,0
674,US-2022-104283,2022-06-27,2022-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.354800000000004,2022,6,2,Monday,4,Medium,26.000000000000007,63.6252,No Discount,0
675,US-2022-104283,2022-06-27,2022-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0.0,0.0,2022,6,2,Monday,4,Medium,0.0,306.2,No Discount,0
676,US-2022-104283,2022-06-27,2022-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0.0,53.75040000000001,2022,6,2,Monday,4,Medium,24.000000000000004,170.2096,No Discount,0
677,US-2022-140858,2022-06-28,2022-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0.0,2022,6,2,Tuesday,4,Medium,0.0,1228.465,Medium,0
678,US-2022-140858,2022-06-28,2022-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,3.168000000000001,3,0.7,-2.4288,2022,6,2,Tuesday,4,Medium,-76.66666666666664,5.596800000000001,High,1
679,US-2022-140858,2022-06-28,2022-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,31.08600000000001,3,0.7,-22.79639999999999,2022,6,2,Tuesday,4,Medium,-73.33333333333329,53.882400000000004,High,1
680,US-2022-156993,2022-06-28,2022-07-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,6.08,1,0.0,3.04,2022,6,2,Tuesday,6,Slow,50.0,3.04,No Discount,0
681,US-2022-140858,2022-06-28,2022-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,41.47200000000001,8,0.2,14.5152,2022,6,2,Tuesday,4,Medium,34.99999999999999,26.95680000000001,Low,0
682,US-2022-140858,2022-06-28,2022-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,335.52,4,0.2,117.432,2022,6,2,Tuesday,4,Medium,35.0,218.08799999999997,Low,0
683,US-2022-165974,2022-06-29,2022-07-06,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.685499999999996,2022,6,2,Wednesday,7,Slow,11.249999999999988,29.0745,Low,0
684,US-2022-111773,2022-06-29,2022-07-03,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.919999999999998,3,0.2,4.872000000000001,2022,6,2,Wednesday,4,Medium,35.00000000000001,9.047999999999998,Low,0
685,US-2022-121566,2022-06-30,2022-07-06,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6000000000000005,3,0.0,2.904000000000001,2022,6,2,Thursday,6,Slow,44.000000000000014,3.6959999999999997,No Discount,0
686,US-2022-109218,2022-06-30,2022-07-03,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.400000000000006,5,0.0,10.368,2022,6,2,Thursday,3,Medium,31.999999999999996,22.032000000000004,No Discount,0
687,US-2022-123064,2022-06-30,2022-07-02,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,5.248,4,0.2,1.6399999999999997,2022,6,2,Thursday,2,Fast,31.249999999999993,3.6080000000000005,Low,0
688,US-2022-146640,2022-06-30,2022-07-05,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.76800000000003,7,0.2,108.79959999999996,2022,6,2,Thursday,5,Medium,32.499999999999986,225.9684000000001,Low,0
689,US-2022-121566,2022-06-30,2022-07-06,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.8399999999999997,2022,6,2,Thursday,6,Slow,31.24999999999999,1.8480000000000003,Low,0
690,US-2022-116757,2022-06-30,2022-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,OFF-FA-10002815,Office Supplies,Fasteners,Staples,21.312000000000005,6,0.2,7.1928,2022,6,2,Thursday,4,Medium,33.74999999999999,14.119200000000005,Low,0
691,US-2022-152254,2022-06-30,2022-06-30,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.688,7,0.2,108.74079999999998,2022,6,2,Thursday,0,Fast,34.99999999999999,201.9472,Low,0
692,US-2022-116757,2022-06-30,2022-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.920000000000005,5,0.2,9.072,2022,6,2,Thursday,4,Medium,34.99999999999999,16.848000000000006,Low,0
693,US-2022-160773,2022-07-01,2022-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5.184000000000001,6,0.7,-3.6288,2022,7,3,Friday,4,Medium,-69.99999999999999,8.812800000000001,High,1
694,US-2022-153150,2022-07-01,2022-07-06,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.9719999999999995,2022,7,3,Friday,5,Medium,34.99999999999999,12.948000000000002,Low,0
695,US-2022-160773,2022-07-01,2022-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725,South,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.98999999999998,2022,7,3,Friday,4,Medium,12.499999999999996,503.92999999999995,Low,0
696,US-2022-107594,2022-07-02,2022-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,07060,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0.0,2.1762,2022,7,3,Saturday,4,Medium,39.0,3.4038,No Discount,0
697,US-2022-107594,2022-07-02,2022-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,07060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0.0,19.9746,2022,7,3,Saturday,4,Medium,26.999999999999996,54.00540000000001,No Discount,0
698,US-2022-120096,2022-07-04,2022-07-07,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,32.432,2,0.2,3.2432000000000016,2022,7,3,Monday,3,Medium,10.000000000000005,29.1888,Low,0
699,US-2022-138709,2022-07-04,2022-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6,5,0.0,7.644,2022,7,3,Monday,5,Medium,49.00000000000001,7.9559999999999995,No Discount,0
700,US-2022-120096,2022-07-04,2022-07-07,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,177.536,4,0.2,62.13759999999999,2022,7,3,Monday,3,Medium,35.0,115.39840000000001,Low,0
701,US-2022-138709,2022-07-04,2022-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84,3,0.0,10.92,2022,7,3,Monday,5,Medium,50.0,10.92,No Discount,0
702,US-2022-103317,2022-07-05,2022-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368000000000001,2022,7,3,Tuesday,3,Medium,27.500000000000007,14.151999999999997,Low,0
703,US-2022-103317,2022-07-05,2022-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.991199999999992,2022,7,3,Tuesday,3,Medium,7.499999999999996,197.22480000000002,Low,0
704,US-2022-152849,2022-07-05,2022-07-12,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822000000000001,2022,7,3,Tuesday,7,Slow,8.75,3.9858000000000002,Low,0
705,US-2022-107139,2022-07-05,2022-07-11,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,180.96000000000004,6,0.2,67.86,2022,7,3,Tuesday,6,Slow,37.49999999999999,113.10000000000004,Low,0
706,US-2022-103317,2022-07-05,2022-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.810000000000002,5,0.7,-6.866999999999997,2022,7,3,Tuesday,3,Medium,-69.99999999999996,16.677,High,1
707,US-2022-157784,2022-07-05,2022-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,2,0.0,6.8713999999999995,2022,7,3,Tuesday,3,Medium,47.0,7.7486,No Discount,0
708,US-2022-157784,2022-07-05,2022-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,3,0.0,9.3312,2022,7,3,Tuesday,3,Medium,48.00000000000001,10.1088,No Discount,0
709,US-2022-160444,2022-07-05,2022-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.42400000000004,11,0.2,-35.178000000000004,2022,7,3,Tuesday,0,Fast,-12.5,316.60200000000003,Low,1
710,US-2022-160444,2022-07-05,2022-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,3,0.2,-44.15520000000002,2022,7,3,Tuesday,0,Fast,-20.00000000000001,264.93120000000005,Low,1
711,US-2022-157784,2022-07-05,2022-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0.0,163.1898,2022,7,3,Tuesday,3,Medium,34.0,316.78020000000004,No Discount,0
712,US-2022-147543,2022-07-06,2022-07-12,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.84800000000001,2022,7,3,Wednesday,6,Slow,10.000000000000002,430.632,Low,0
713,US-2022-134278,2022-07-06,2022-07-08,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.9920000000001,1,0.2,174.99749999999997,2022,7,3,Wednesday,2,Fast,31.24999999999999,384.99450000000013,Low,0
714,US-2022-138758,2022-07-07,2022-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.18599999999998,2,0.3,-46.73620000000001,2022,7,3,Thursday,4,Medium,-27.142857142857153,218.92219999999998,Medium,1
715,US-2022-138758,2022-07-07,2022-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.00800000000001,2,0.2,12.0764,2022,7,3,Thursday,4,Medium,17.499999999999996,56.93160000000001,Low,0
716,US-2022-150301,2022-07-08,2022-07-10,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882000000000005,1,0.1,10.647000000000004,2022,7,3,Friday,2,Fast,16.66666666666667,53.235,Low,0
717,US-2022-100090,2022-07-08,2022-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,502.48800000000006,3,0.2,-87.93540000000004,2022,7,3,Friday,4,Medium,-17.500000000000007,590.4234000000001,Low,1
718,US-2022-100090,2022-07-08,2022-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,6,0.2,68.84639999999997,2022,7,3,Friday,4,Medium,34.999999999999986,127.85760000000003,Low,0
719,US-2022-113271,2022-07-09,2022-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.83299999999998,1,0.15,7.0489999999999995,2022,7,3,Saturday,5,Medium,5.882352941176471,112.78399999999999,Low,0
720,US-2022-113271,2022-07-09,2022-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5.56,2,0.0,2.224,2022,7,3,Saturday,5,Medium,40.00000000000001,3.3359999999999994,No Discount,0
721,US-2022-113271,2022-07-09,2022-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,14.303999999999998,6,0.2,4.648799999999999,2022,7,3,Saturday,5,Medium,32.49999999999999,9.6552,Low,0
722,US-2022-114125,2022-07-09,2022-07-13,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,0.2,14.142599999999996,2022,7,3,Saturday,4,Medium,33.749999999999986,27.76140000000001,Low,0
723,US-2022-114125,2022-07-09,2022-07-13,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,2.88,1,0.0,1.4112,2022,7,3,Saturday,4,Medium,49.00000000000001,1.4687999999999999,No Discount,0
724,US-2022-165379,2022-07-09,2022-07-15,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,14.352000000000002,3,0.2,4.484999999999999,2022,7,3,Saturday,6,Slow,31.24999999999999,9.867000000000003,Low,0
725,US-2022-113271,2022-07-09,2022-07-14,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,32.400000000000006,5,0.0,15.552,2022,7,3,Saturday,5,Medium,47.99999999999999,16.848000000000006,No Discount,0
726,US-2022-165379,2022-07-09,2022-07-15,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368000000000002,2,0.2,3.6288,2022,7,3,Saturday,6,Slow,34.99999999999999,6.739200000000002,Low,0
727,US-2022-114125,2022-07-09,2022-07-13,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Los Angeles,California,90049,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,4,0.0,4.066399999999998,2022,7,3,Saturday,4,Medium,16.99999999999999,19.853600000000004,No Discount,0
728,US-2022-163552,2022-07-11,2022-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,213.735,2022,7,3,Monday,4,Medium,25.0,641.205,No Discount,0
729,US-2022-163552,2022-07-11,2022-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0.0,52.1262,2022,7,3,Monday,4,Medium,42.0,71.9838,No Discount,0
730,US-2022-133305,2022-07-11,2022-07-15,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,6.398,2022,7,3,Monday,4,Medium,35.0,11.882000000000001,Low,0
731,US-2022-163552,2022-07-11,2022-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0.0,7.056,2022,7,3,Monday,4,Medium,49.0,7.344,No Discount,0
732,US-2022-163552,2022-07-11,2022-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,5,0.0,83.28399999999999,2022,7,3,Monday,4,Medium,47.0,93.916,No Discount,0
733,US-2022-123225,2022-07-11,2022-07-14,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,10.368000000000002,2,0.2,3.6288,2022,7,3,Monday,3,Medium,34.99999999999999,6.739200000000002,Low,0
734,US-2022-133305,2022-07-11,2022-07-15,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,New York City,New York,10011,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864,2022,7,3,Monday,4,Medium,47.0,26.033599999999996,No Discount,0
735,US-2022-123225,2022-07-11,2022-07-14,First Class,MN-17935,Michael Nguyen,Consumer,United States,El Paso,Texas,79907,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,575.9680000000001,4,0.2,43.19760000000002,2022,7,3,Monday,3,Medium,7.500000000000003,532.7704000000001,Low,0
736,US-2022-163552,2022-07-11,2022-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,07601,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.96999999999997,3,0.0,57.41129999999999,2022,7,3,Monday,4,Medium,28.999999999999996,140.5587,No Discount,0
737,US-2022-166555,2022-07-11,2022-07-14,First Class,JK-15205,Jamie Kunitz,Consumer,United States,Niagara Falls,New York,14304,East,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,164.85000000000002,3,0.0,47.80649999999999,2022,7,3,Monday,3,Medium,28.999999999999993,117.04350000000002,No Discount,0
