sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag,customer_id,customer_name,segment,product_id,product_name,category,sub_category,country_region,city,state_province,postal_code,region,order_date,order_year,order_month,order_quarter,weekday
1147,415,864,18,208,US-2022-131947,2022-09-22,Standard Class,55.92,10,0.2,16.776000000000007,5,Medium,30.00000000000001,39.14399999999999,Low,0,JA-15970,Joseph Airdo,Consumer,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,United States,Springfield,Oregon,97477,West,2022-09-17,2022,9,3,Saturday
1148,415,865,18,208,US-2022-131947,2022-09-22,Standard Class,29.925,5,0.7,-21.944999999999993,5,Medium,-73.3333333333333,51.86999999999999,High,1,JA-15970,Joseph Airdo,Consumer,TEC-MA-10004086,Plantronics Single Ear Headset,Technology,Machines,United States,Springfield,Oregon,97477,West,2022-09-17,2022,9,3,Saturday
1149,184,446,188,209,US-2022-168130,2022-09-19,Same Day,887.103,7,0.1,177.42059999999998,0,Fast,20.0,709.6823999999999,Low,0,BS-11365,Bill Shonely,Corporate,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,United States,New York City,New York,10011,East,2022-09-19,2022,9,3,Monday
1150,39,866,116,209,US-2022-138177,2022-09-24,Standard Class,73.915,1,0.5,-45.82730000000001,5,Medium,-62.000000000000014,119.7423,Medium,1,ND-18460,Neil Ducich,Corporate,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,United States,Chandler,Arizona,85224,West,2022-09-19,2022,9,3,Monday
1151,417,847,79,209,US-2022-159849,2022-09-19,Same Day,5.67,3,0.0,0.1134000000000001,0,Fast,2.0000000000000018,5.5565999999999995,No Discount,0,JK-15640,Jim Kriz,Home Office,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,United States,San Francisco,California,94110,West,2022-09-19,2022,9,3,Monday
1152,418,518,253,209,US-2022-156601,2022-09-24,Standard Class,7.16,2,0.0,3.58,5,Medium,50.0,3.58,No Discount,0,FA-14230,Frank Atkinson,Corporate,OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,United States,Long Beach,California,90805,West,2022-09-19,2022,9,3,Monday
1153,419,867,56,209,US-2022-132787,2022-09-23,Standard Class,92.52,6,0.0,24.980400000000007,4,Medium,27.000000000000007,67.5396,No Discount,0,MC-18130,Mike Caudle,Corporate,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,United States,Seattle,Washington,98115,West,2022-09-19,2022,9,3,Monday
1154,157,868,206,209,US-2022-127299,2022-09-24,Standard Class,67.344,6,0.2,7.576199999999989,5,Medium,11.249999999999986,59.76780000000001,Low,0,JL-15835,John Lee,Consumer,OFF-ST-10003722,Project Tote Personal File,Office Supplies,Storage,United States,Charlotte,North Carolina,28205,South,2022-09-19,2022,9,3,Monday
1155,192,817,57,209,US-2022-106992,2022-09-21,Second Class,3059.982,3,0.4,-509.9970000000007,2,Fast,-16.66666666666669,3569.9790000000007,Medium,1,SB-20290,Sean Braxton,Corporate,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,United States,Houston,Texas,77036,Central,2022-09-19,2022,9,3,Monday
1156,157,869,206,209,US-2022-127299,2022-09-24,Standard Class,2624.985,3,0.5,-944.9946000000004,5,Medium,-36.000000000000014,3569.9796000000006,Medium,1,JL-15835,John Lee,Consumer,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Technology,Machines,United States,Charlotte,North Carolina,28205,South,2022-09-19,2022,9,3,Monday
1157,192,870,57,209,US-2022-106992,2022-09-21,Second Class,2519.9579999999996,7,0.4,-251.99579999999992,2,Fast,-9.999999999999998,2771.9537999999993,Medium,1,SB-20290,Sean Braxton,Corporate,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,United States,Houston,Texas,77036,Central,2022-09-19,2022,9,3,Monday
1158,420,243,254,210,US-2022-166744,2022-09-24,Standard Class,362.94,3,0.0,36.294,4,Medium,10.0,326.646,No Discount,0,DN-13690,Duane Noonan,Consumer,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,United States,Columbia,Maryland,21044,East,2022-09-20,2022,9,3,Tuesday
1159,371,871,188,210,US-2022-125997,2022-09-23,First Class,801.5680000000001,2,0.2,-10.019600000000054,3,Medium,-1.2500000000000064,811.5876000000002,Low,1,MW-18220,Mitch Webber,Consumer,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1160,421,198,46,210,US-2022-120411,2022-09-23,First Class,493.4299999999999,5,0.3,-70.48999999999998,3,Medium,-14.285714285714285,563.9199999999998,Medium,1,SB-20185,Sarah Brown,Consumer,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,United States,Chicago,Illinois,60653,Central,2022-09-20,2022,9,3,Tuesday
1161,371,365,188,210,US-2022-125997,2022-09-23,First Class,631.782,2,0.1,140.39599999999993,3,Medium,22.22222222222221,491.3860000000001,Low,0,MW-18220,Mitch Webber,Consumer,FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1162,420,872,254,210,US-2022-166744,2022-09-24,Standard Class,164.22,3,0.0,50.9082,4,Medium,31.0,113.3118,No Discount,0,DN-13690,Duane Noonan,Consumer,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Furniture,Furnishings,United States,Columbia,Maryland,21044,East,2022-09-20,2022,9,3,Tuesday
1163,422,499,255,210,US-2022-134614,2022-09-25,Standard Class,617.7,6,0.5,-407.6820000000002,5,Medium,-66.00000000000003,1025.3820000000003,Medium,1,PF-19165,Philip Fox,Consumer,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,United States,Bloomington,Illinois,61701,Central,2022-09-20,2022,9,3,Tuesday
1164,423,873,109,210,US-2022-133704,2022-09-26,Standard Class,43.92,4,0.0,11.858400000000003,6,Slow,27.000000000000007,32.0616,No Discount,0,MA-17995,Michelle Arnett,Home Office,OFF-AP-10001366,Staple holder,Office Supplies,Appliances,United States,Los Angeles,California,90004,West,2022-09-20,2022,9,3,Tuesday
1165,371,264,188,210,US-2022-125997,2022-09-23,First Class,30.98,1,0.0,8.0548,3,Medium,26.0,22.9252,No Discount,0,MW-18220,Mitch Webber,Consumer,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1166,161,524,73,210,US-2022-151953,2022-09-25,Standard Class,2.8160000000000003,2,0.2,0.9856,5,Medium,35.0,1.8304,Low,0,DB-13555,Dorothy Badders,Corporate,OFF-AR-10003469,Nontoxic Chalk,Office Supplies,Art,United States,Jacksonville,Florida,32216,South,2022-09-20,2022,9,3,Tuesday
1167,423,255,109,210,US-2022-133704,2022-09-26,Standard Class,20.232,3,0.2,6.575399999999998,6,Slow,32.49999999999999,13.6566,Low,0,MA-17995,Michelle Arnett,Home Office,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,United States,Los Angeles,California,90004,West,2022-09-20,2022,9,3,Tuesday
1168,424,874,79,210,US-2022-156433,2022-09-26,Standard Class,9.96,2,0.0,4.5816,6,Slow,46.0,5.378400000000001,No Discount,0,ES-14020,Erica Smith,Consumer,OFF-LA-10001569,Avery 499,Office Supplies,Labels,United States,San Francisco,California,94110,West,2022-09-20,2022,9,3,Tuesday
1169,371,656,188,210,US-2022-125997,2022-09-23,First Class,75.17999999999999,6,0.0,35.334599999999995,3,Medium,47.0,39.8454,No Discount,0,MW-18220,Mitch Webber,Consumer,OFF-LA-10002762,Avery 485,Office Supplies,Labels,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1170,424,875,79,210,US-2022-156433,2022-09-26,Standard Class,21.72,4,0.0,10.6428,6,Slow,49.0,11.0772,No Discount,0,ES-14020,Erica Smith,Consumer,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,United States,San Francisco,California,94110,West,2022-09-20,2022,9,3,Tuesday
1171,425,849,37,210,US-2022-126480,2022-09-24,Standard Class,8.56,2,0.0,3.851999999999999,4,Medium,44.999999999999986,4.708000000000002,No Discount,0,HG-14965,Henry Goldwyn,Corporate,OFF-PA-10004610,Xerox 1900,Office Supplies,Paper,United States,San Diego,California,92024,West,2022-09-20,2022,9,3,Tuesday
1172,420,34,254,210,US-2022-166744,2022-09-24,Standard Class,59.98,2,0.0,26.391200000000005,4,Medium,44.000000000000014,33.58879999999999,No Discount,0,DN-13690,Duane Noonan,Consumer,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,United States,Columbia,Maryland,21044,East,2022-09-20,2022,9,3,Tuesday
1173,421,876,46,210,US-2022-120411,2022-09-23,First Class,11.12,2,0.2,3.4749999999999996,3,Medium,31.25,7.645,Low,0,SB-20185,Sarah Brown,Consumer,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,United States,Chicago,Illinois,60653,Central,2022-09-20,2022,9,3,Tuesday
1174,371,877,188,210,US-2022-125997,2022-09-23,First Class,1349.91,9,0.0,661.4559,3,Medium,49.0,688.4541,No Discount,0,MW-18220,Mitch Webber,Consumer,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1175,371,227,188,210,US-2022-125997,2022-09-23,First Class,629.9499999999999,5,0.0,157.4875,3,Medium,25.000000000000007,472.4624999999999,No Discount,0,MW-18220,Mitch Webber,Consumer,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,Technology,Phones,United States,New York City,New York,10011,East,2022-09-20,2022,9,3,Tuesday
1176,202,878,256,210,CA-2022-153738,2022-09-22,First Class,37.68,6,0.0,16.96,2,Fast,45.010615711252655,20.72,No Discount,0,AG-10270,Alejandro Grove,Consumer,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,Canada,Toronto,Ontario,M2N,East,2022-09-20,2022,9,3,Tuesday
1177,182,879,257,211,US-2022-166310,2022-09-23,First Class,8.544,2,0.6,-7.475999999999999,2,Fast,-87.49999999999999,16.02,High,1,JS-15940,Joni Sundaresam,Home Office,FUR-FU-10001546,Dana Swing-Arm Lamps,Furniture,Furnishings,United States,Garland,Texas,75043,Central,2022-09-21,2022,9,3,Wednesday
1178,297,880,202,211,US-2022-125514,2022-09-22,First Class,25.96,2,0.0,7.528399999999998,1,Fast,28.999999999999993,18.431600000000003,No Discount,0,BM-11650,Brian Moss,Corporate,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,United States,Omaha,Nebraska,68104,Central,2022-09-21,2022,9,3,Wednesday
1179,297,653,202,211,US-2022-125514,2022-09-22,First Class,36.27,3,0.0,10.880999999999997,1,Fast,29.99999999999999,25.389000000000006,No Discount,0,BM-11650,Brian Moss,Corporate,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances,United States,Omaha,Nebraska,68104,Central,2022-09-21,2022,9,3,Wednesday
1180,224,881,11,211,US-2022-153969,2022-09-25,Standard Class,59.52,3,0.0,15.4752,4,Medium,25.999999999999996,44.0448,No Discount,0,HF-14995,Herbert Flentye,Consumer,OFF-AR-10001615,Newell 34,Office Supplies,Art,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1181,426,882,188,211,US-2022-124513,2022-09-25,Standard Class,66.03,3,0.0,17.1678,4,Medium,26.0,48.8622,No Discount,0,SL-20155,Sara Luxemburg,Home Office,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,United States,New York City,New York,10011,East,2022-09-21,2022,9,3,Wednesday
1182,427,788,15,211,US-2022-117478,2022-09-24,First Class,6.570000000000001,3,0.7,-5.036999999999999,3,Medium,-76.66666666666664,11.607,High,1,LH-16750,Larry Hughes,Consumer,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19140,East,2022-09-21,2022,9,3,Wednesday
1183,224,55,11,211,US-2022-153969,2022-09-25,Standard Class,15.56,2,0.0,7.3132,4,Medium,47.0,8.2468,No Discount,0,HF-14995,Herbert Flentye,Consumer,OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1184,224,883,11,211,US-2022-153969,2022-09-25,Standard Class,78.35,5,0.0,36.82449999999999,4,Medium,47.0,41.5255,No Discount,0,HF-14995,Herbert Flentye,Consumer,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1185,343,123,3,211,US-2022-168823,2022-09-24,First Class,20.808000000000003,9,0.2,7.0226999999999995,3,Medium,33.74999999999999,13.785300000000005,Low,0,MA-17560,Matt Abelman,Home Office,OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,United States,Philadelphia,Pennsylvania,19143,East,2022-09-21,2022,9,3,Wednesday
1186,297,311,202,211,US-2022-125514,2022-09-22,First Class,6.48,1,0.0,3.1104000000000003,1,Fast,48.00000000000001,3.3696,No Discount,0,BM-11650,Brian Moss,Corporate,OFF-PA-10000029,Xerox 224,Office Supplies,Paper,United States,Omaha,Nebraska,68104,Central,2022-09-21,2022,9,3,Wednesday
1187,224,133,11,211,US-2022-153969,2022-09-25,Standard Class,38.52,9,0.0,17.333999999999996,4,Medium,44.999999999999986,21.186000000000007,No Discount,0,HF-14995,Herbert Flentye,Consumer,OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1188,224,884,11,211,US-2022-153969,2022-09-25,Standard Class,19.35,3,0.0,9.4815,4,Medium,49.0,9.8685,No Discount,0,HF-14995,Herbert Flentye,Consumer,OFF-PA-10002246,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Office Supplies,Paper,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1189,343,885,3,211,US-2022-168823,2022-09-24,First Class,11.352000000000002,3,0.2,4.1151,3,Medium,36.24999999999999,7.236900000000002,Low,0,MA-17560,Matt Abelman,Home Office,OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,United States,Philadelphia,Pennsylvania,19143,East,2022-09-21,2022,9,3,Wednesday
1190,428,886,65,211,US-2022-135972,2022-09-23,Second Class,1799.97,3,0.0,701.9883,2,Fast,38.99999999999999,1097.9817,No Discount,0,JG-15115,Jack Garza,Consumer,TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,United States,Des Moines,Washington,98198,West,2022-09-21,2022,9,3,Wednesday
1191,224,887,11,211,US-2022-153969,2022-09-25,Standard Class,239.98400000000004,2,0.2,23.998400000000004,4,Medium,10.0,215.98560000000003,Low,0,HF-14995,Herbert Flentye,Consumer,TEC-PH-10001299,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,United States,San Francisco,California,94109,West,2022-09-21,2022,9,3,Wednesday
1192,428,888,65,211,US-2022-135972,2022-09-23,Second Class,246.384,2,0.2,27.718199999999968,2,Fast,11.249999999999988,218.6658,Low,0,JG-15115,Jack Garza,Consumer,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,United States,Des Moines,Washington,98198,West,2022-09-21,2022,9,3,Wednesday
1193,429,889,58,212,US-2022-156160,2022-09-29,Standard Class,579.528,4,0.1,83.70959999999997,7,Slow,14.444444444444438,495.81840000000005,Low,0,AS-10090,Adam Shillingsburg,Consumer,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,United States,New York City,New York,10035,East,2022-09-22,2022,9,3,Thursday
1194,429,890,58,212,US-2022-156160,2022-09-29,Standard Class,97.44,3,0.0,35.078399999999995,7,Slow,35.99999999999999,62.3616,No Discount,0,AS-10090,Adam Shillingsburg,Consumer,FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,United States,New York City,New York,10035,East,2022-09-22,2022,9,3,Thursday
1195,429,891,58,212,US-2022-156160,2022-09-29,Standard Class,13.04,4,0.0,5.7376000000000005,7,Slow,44.00000000000001,7.302399999999999,No Discount,0,AS-10090,Adam Shillingsburg,Consumer,OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,United States,New York City,New York,10035,East,2022-09-22,2022,9,3,Thursday
1196,429,568,58,212,US-2022-156160,2022-09-29,Standard Class,3.984,1,0.2,1.3944,7,Slow,35.0,2.5896,Low,0,AS-10090,Adam Shillingsburg,Consumer,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,United States,New York City,New York,10035,East,2022-09-22,2022,9,3,Thursday
1197,398,360,258,212,US-2022-127488,2022-09-24,Second Class,4.608,2,0.2,1.6704,2,Fast,36.25000000000001,2.9376,Low,0,MS-17365,Maribeth Schnelling,Consumer,OFF-LA-10001613,Avery File Folder Labels,Office Supplies,Labels,United States,Boca Raton,Florida,33433,South,2022-09-22,2022,9,3,Thursday
1198,147,892,124,212,US-2022-158225,2022-09-28,Standard Class,169.45,5,0.0,42.3625,6,Slow,25.0,127.0875,No Discount,0,SE-20110,Sanjit Engle,Consumer,OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,United States,San Jose,California,95123,West,2022-09-22,2022,9,3,Thursday
1199,147,219,124,212,US-2022-158225,2022-09-28,Standard Class,40.68,2,0.0,0.4067999999999969,6,Slow,0.9999999999999925,40.2732,No Discount,0,SE-20110,Sanjit Engle,Consumer,OFF-ST-10002301,Tennsco Commercial Shelving,Office Supplies,Storage,United States,San Jose,California,95123,West,2022-09-22,2022,9,3,Thursday
1200,430,343,46,212,US-2022-103191,2022-09-27,Standard Class,331.536,3,0.2,-82.884,5,Medium,-25.0,414.42,Low,1,VG-21805,Vivek Grady,Corporate,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,United States,Chicago,Illinois,60653,Central,2022-09-22,2022,9,3,Thursday
1201,297,666,29,213,US-2022-134733,2022-09-28,Standard Class,435.999,3,0.15,20.517599999999987,5,Medium,4.705882352941174,415.4814,Low,0,BM-11650,Brian Moss,Corporate,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,United States,San Diego,California,92037,West,2022-09-23,2022,9,3,Friday
1202,431,49,10,213,US-2022-163650,2022-09-25,First Class,9.84,3,0.0,2.853599999999999,2,Fast,28.999999999999982,6.9864000000000015,No Discount,0,TT-21220,Thomas Thornton,Consumer,OFF-AR-10002375,Newell 351,Office Supplies,Art,United States,Dover,Delaware,19901,East,2022-09-23,2022,9,3,Friday
1203,44,893,182,213,US-2022-116904,2022-09-28,Standard Class,12.94,2,0.0,6.47,5,Medium,50.0,6.47,No Discount,0,SC-20095,Sanjit Chand,Consumer,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,United States,Minneapolis,Minnesota,55407,Central,2022-09-23,2022,9,3,Friday
1204,44,894,182,213,US-2022-116904,2022-09-28,Standard Class,9449.95,5,0.0,4630.4755000000005,5,Medium,49.0,4819.4745,No Discount,0,SC-20095,Sanjit Chand,Consumer,OFF-BI-10001120,Ibico EPK-21 Electric Binding System,Office Supplies,Binders,United States,Minneapolis,Minnesota,55407,Central,2022-09-23,2022,9,3,Friday
1205,46,404,58,213,US-2022-163559,2022-09-28,Second Class,139.44,3,0.2,47.06099999999999,5,Medium,33.75,92.379,Low,0,ST-20530,Shui Tom,Consumer,OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,United States,New York City,New York,10035,East,2022-09-23,2022,9,3,Friday
1206,432,103,188,213,US-2022-113964,2022-09-30,Standard Class,18.464,4,0.2,6.9239999999999995,7,Slow,37.5,11.54,Low,0,JP-16135,Julie Prescott,Home Office,OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,United States,New York City,New York,10011,East,2022-09-23,2022,9,3,Friday
1207,433,347,174,213,US-2022-148369,2022-09-27,Standard Class,11.12,4,0.0,5.448799999999999,4,Medium,49.0,5.6712,No Discount,0,TH-21115,Thea Hudgings,Corporate,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,Binders,United States,Newark,Delaware,19711,East,2022-09-23,2022,9,3,Friday
1208,431,895,10,213,US-2022-163650,2022-09-25,First Class,34.5,3,0.0,15.525,2,Fast,45.0,18.975,No Discount,0,TT-21220,Thomas Thornton,Consumer,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,United States,Dover,Delaware,19901,East,2022-09-23,2022,9,3,Friday
1209,417,195,221,213,US-2022-147900,2022-09-28,Standard Class,28.8,9,0.2,10.080000000000002,5,Medium,35.0,18.72,Low,0,JK-15640,Jim Kriz,Home Office,OFF-PA-10003063,EcoTones Memo Sheets,Office Supplies,Paper,United States,Lakewood,Ohio,44107,East,2022-09-23,2022,9,3,Friday
1210,44,896,182,213,US-2022-116904,2022-09-28,Standard Class,32.400000000000006,5,0.0,15.552,5,Medium,47.99999999999999,16.848000000000006,No Discount,0,SC-20095,Sanjit Chand,Consumer,OFF-PA-10004888,Xerox 217,Office Supplies,Paper,United States,Minneapolis,Minnesota,55407,Central,2022-09-23,2022,9,3,Friday
1211,44,172,182,213,US-2022-116904,2022-09-28,Standard Class,404.9,5,0.0,16.195999999999984,5,Medium,3.999999999999996,388.704,No Discount,0,SC-20095,Sanjit Chand,Consumer,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,United States,Minneapolis,Minnesota,55407,Central,2022-09-23,2022,9,3,Friday
1212,297,450,29,213,US-2022-134733,2022-09-28,Standard Class,83.98400000000001,2,0.2,31.494,5,Medium,37.49999999999999,52.49000000000001,Low,0,BM-11650,Brian Moss,Corporate,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,United States,San Diego,California,92037,West,2022-09-23,2022,9,3,Friday
1213,434,897,11,214,US-2022-123344,2022-09-29,Standard Class,211.96,4,0.0,8.478399999999993,5,Medium,3.999999999999997,203.4816,No Discount,0,JD-16060,Julia Dunbar,Consumer,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,United States,San Francisco,California,94109,West,2022-09-24,2022,9,3,Saturday
1214,248,165,244,214,CA-2022-160325,2022-09-24,Same Day,391.98,2,0.0,109.75,0,Fast,27.99887749374968,282.23,No Discount,0,BP-11095,Bart Pistole,Corporate,TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,Canada,Montreal,Quebec,H1C,East,2022-09-24,2022,9,3,Saturday
1215,248,898,244,214,CA-2022-160325,2022-09-24,Same Day,437.85,3,0.0,131.36,0,Fast,30.00114194358799,306.49,No Discount,0,BP-11095,Bart Pistole,Corporate,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,Canada,Montreal,Quebec,H1C,East,2022-09-24,2022,9,3,Saturday
1216,435,483,259,215,US-2022-112914,2022-09-30,Standard Class,300.53279999999995,2,0.32,-97.23120000000004,5,Medium,-32.35294117647061,397.764,Medium,1,MT-18070,Michelle Tran,Home Office,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,United States,Houston,Texas,77041,Central,2022-09-25,2022,9,3,Sunday
1217,436,78,191,215,US-2022-141355,2022-09-30,Standard Class,14.576,2,0.2,2.368599999999999,5,Medium,16.249999999999993,12.207400000000002,Low,0,BF-11005,Barry Franz,Home Office,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,United States,Aurora,Colorado,80013,West,2022-09-25,2022,9,3,Sunday
1218,435,899,259,215,US-2022-112914,2022-09-30,Standard Class,2.7239999999999993,2,0.8,-4.358400000000001,5,Medium,-160.00000000000009,7.082400000000001,High,1,MT-18070,Michelle Tran,Home Office,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,United States,Houston,Texas,77041,Central,2022-09-25,2022,9,3,Sunday
1219,435,240,259,215,US-2022-112914,2022-09-30,Standard Class,3.264,2,0.2,1.1015999999999997,5,Medium,33.74999999999999,2.1624,Low,0,MT-18070,Michelle Tran,Home Office,OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,United States,Houston,Texas,77041,Central,2022-09-25,2022,9,3,Sunday
1220,435,900,259,215,US-2022-112914,2022-09-30,Standard Class,33.792,8,0.2,10.56,5,Medium,31.25,23.232,Low,0,MT-18070,Michelle Tran,Home Office,OFF-PA-10003270,Xerox 1954,Office Supplies,Paper,United States,Houston,Texas,77041,Central,2022-09-25,2022,9,3,Sunday
1221,437,543,161,216,US-2022-132451,2022-09-27,First Class,585.552,3,0.2,73.19399999999996,1,Fast,12.499999999999991,512.3580000000001,Low,0,KF-16285,Karen Ferguson,Home Office,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,United States,San Diego,California,92105,West,2022-09-26,2022,9,3,Monday
1222,392,901,6,216,US-2022-151925,2022-10-01,Second Class,145.568,2,0.2,0.0,5,Medium,0.0,145.568,Low,0,KT-16465,Kean Takahito,Consumer,FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,United States,Los Angeles,California,90049,West,2022-09-26,2022,9,3,Monday
1223,72,35,15,216,US-2022-144974,2022-09-30,Standard Class,21.184,1,0.2,4.7664,4,Medium,22.499999999999996,16.4176,Low,0,CM-12715,Craig Molinari,Corporate,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,United States,Philadelphia,Pennsylvania,19140,East,2022-09-26,2022,9,3,Monday
1224,72,902,15,216,US-2022-144974,2022-09-30,Standard Class,41.376,6,0.2,3.103200000000001,4,Medium,7.500000000000003,38.2728,Low,0,CM-12715,Craig Molinari,Corporate,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,United States,Philadelphia,Pennsylvania,19140,East,2022-09-26,2022,9,3,Monday
1225,166,903,239,216,US-2022-115133,2022-09-30,Standard Class,16.704,6,0.2,1.2527999999999988,4,Medium,7.499999999999993,15.451200000000002,Low,0,DA-13450,Dianna Arnett,Home Office,OFF-AP-10001634,Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,United States,Lancaster,Ohio,43130,East,2022-09-26,2022,9,3,Monday
1226,438,904,17,216,US-2022-164385,2022-10-01,Second Class,143.952,3,0.2,14.39520000000001,5,Medium,10.000000000000009,129.55679999999998,Low,0,NB-18580,Nicole Brennan,Corporate,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,United States,Philadelphia,Pennsylvania,19134,East,2022-09-26,2022,9,3,Monday
